class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season 
0,17.68,0,2,9,0,1,1,6,8.06,24.74,1,0,0,0,2
0,4.96,2,10,3,0,0,0,2,3.4,9.24,1,0,0,0,1
1,6.8,0,8,3,1,1,0,9,7.85,13.59,1,1,1,0,1
0,10.12,1,8,3,0,4,0,2,22.12,11.86,1,1,7,2,3
1,2.42,5,0,0,0,1,0,5,8.06,3.34,3,0,0,1,0
1,5.45,5,8,6,0,1,0,9,10.97,11.76,1,1,4,2,3
1,7.4,2,2,8,1,0,0,8,4.82,12.92,1,1,0,0,0
0,3.03,2,9,10,1,0,0,2,4.06,5.73,3,0,0,0,0
0,6.44,1,2,7,0,2,0,0,5.01,12.77,1,0,0,0,1
0,2.79,1,5,5,0,1,0,6,5.0,5.66,1,0,0,0,1
1,1.4,0,2,5,0,1,0,6,4.83,2.46,3,0,0,2,1
0,6.44,1,5,9,0,6,1,9,5.47,10.0,8,0,0,0,1
1,0.73,5,2,0,0,1,0,6,2.92,2.51,3,1,0,2,1
1,2.68,0,3,8,0,1,0,8,2.85,5.06,6,0,0,1,0
0,3.48,0,3,3,0,0,1,0,4.01,5.61,1,0,0,1,0
1,4.44,0,1,7,0,1,0,0,7.12,9.28,3,1,4,0,0
1,6.17,0,2,5,0,0,0,4,5.65,10.16,3,0,0,4,0
1,6.84,0,6,2,0,6,0,2,4.41,10.38,10,0,0,0,0
0,7.74,0,2,6,1,5,0,9,10.86,25.65,1,0,0,0,1
0,3.04,5,8,5,0,1,0,5,6.67,3.06,1,0,0,0,2
1,3.59,4,2,6,0,3,2,3,4.06,16.9,3,0,0,0,1
1,4.09,4,2,3,0,1,0,0,0.0,0.0,7,0,0,0,0
1,4.98,1,2,0,0,6,1,4,5.36,12.25,0,0,0,0,0
0,7.26,0,9,0,1,5,0,10,5.96,12.41,4,0,0,0,0
0,20.48,0,2,5,0,5,0,0,14.06,62.08,3,0,0,0,0
1,9.32,4,4,5,0,1,0,8,1.74,18.7,0,0,0,0,2
1,3.88,1,4,5,0,6,0,2,4.24,3.46,3,0,0,2,1
0,4.01,0,2,3,0,2,0,0,7.71,8.8,1,1,0,2,0
1,3.05,4,10,6,0,3,2,3,0.0,0.0,7,0,0,0,3
1,5.54,3,1,0,1,2,0,2,7.58,12.29,1,0,0,0,0
1,7.01,2,5,4,1,0,0,0,4.45,11.95,3,0,0,0,0
1,2.82,5,2,6,0,1,0,6,10.47,2.67,8,0,0,2,1
0,10.17,2,2,3,1,0,0,8,5.9,18.16,1,0,0,0,1
0,6.39,0,6,0,0,3,2,3,3.94,13.51,0,0,0,0,0
0,17.47,0,3,9,0,1,1,4,7.21,22.6,1,0,0,0,2
1,4.4,0,5,8,0,1,0,4,5.62,6.75,6,0,0,2,0
0,1.14,0,2,0,0,0,0,0,5.0,1.32,0,0,0,0,0
0,4.99,1,8,6,0,6,0,4,4.82,6.93,1,0,0,0,1
1,5.38,2,2,5,1,0,0,2,5.86,6.17,3,0,0,0,1
1,6.86,1,2,0,0,2,0,5,6.44,11.09,1,0,0,0,0
0,7.27,1,0,8,0,6,0,4,8.4,11.38,3,0,0,0,0
0,10.9,1,3,7,0,0,1,0,10.81,17.24,3,1,0,0,0
1,4.07,0,2,5,0,6,0,2,5.6,8.71,1,1,4,0,1
1,4.89,0,3,0,0,1,0,6,9.37,7.88,0,1,4,0,2
0,8.46,2,2,2,1,0,0,8,5.61,17.51,1,0,0,0,0
0,8.19,1,8,5,0,4,0,2,4.94,13.48,1,1,6,7,1
0,10.18,0,8,0,0,1,0,0,6.92,25.99,3,1,7,0,2
1,16.14,0,1,5,1,5,0,11,8.86,33.11,0,0,0,0,0
1,4.99,0,2,0,0,1,0,4,6.71,8.92,6,0,0,2,0
1,3.08,4,2,6,0,3,2,3,3.34,15.5,3,0,0,0,0
1,5.9,5,7,7,0,4,0,9,7.25,9.29,2,0,0,2,0
1,8.32,1,2,5,0,2,0,0,17.46,8.01,3,0,0,0,1
1,0.75,0,0,8,0,1,0,4,3.48,0.71,0,0,0,0,1
1,2.9,5,2,5,0,1,0,5,8.81,2.51,3,0,0,2,0
0,6.88,0,5,5,0,2,0,5,5.85,6.78,3,1,6,0,0
1,6.66,1,2,0,0,2,0,5,6.19,9.41,1,0,0,0,0
1,6.62,6,3,6,0,1,0,0,12.67,13.98,1,1,4,0,1
1,5.66,2,2,7,1,0,0,2,5.77,6.65,4,0,0,0,1
0,5.45,0,2,4,0,0,0,10,8.27,9.05,12,0,0,0,1
0,45.5,4,8,0,0,5,0,4,7.22,31.23,2,0,0,0,1
1,4.72,1,2,5,0,0,0,0,4.73,8.72,3,0,0,0,2
1,3.49,0,3,6,0,0,0,0,3.13,7.43,1,0,0,2,1
1,3.99,1,10,5,0,2,1,4,5.86,4.54,0,0,0,4,0
0,4.08,0,2,5,0,1,1,0,5.69,5.11,6,0,0,0,2
0,5.3,0,7,5,0,4,0,5,4.19,11.81,1,1,6,7,0
1,12.29,0,2,6,0,4,0,0,11.02,15.12,1,1,3,0,1
1,4.52,5,3,0,0,1,0,4,10.45,8.12,0,1,4,0,2
1,1.25,0,3,0,0,3,2,3,3.93,5.68,0,0,0,0,1
0,5.54,5,0,5,0,1,1,9,7.02,4.4,8,0,0,0,0
1,3.56,5,8,5,0,1,0,7,5.51,4.26,1,0,0,0,1
0,9.97,0,3,3,0,6,0,0,6.22,31.13,1,0,0,1,1
0,3.23,1,5,5,0,1,0,5,5.36,6.53,1,0,0,0,0
0,3.06,1,9,6,1,0,0,2,4.39,6.39,3,0,0,0,0
1,2.71,0,0,5,0,1,0,0,6.28,2.47,3,0,0,0,0
1,5.48,3,7,0,0,1,0,5,5.74,5.87,1,0,0,0,1
0,6.71,2,10,3,0,0,0,2,3.55,8.88,1,0,0,0,0
1,8.64,0,9,8,0,1,0,8,10.85,22.35,6,1,6,0,2
0,15.12,0,1,5,0,1,0,0,8.6,24.12,1,0,0,4,0
0,9.67,0,3,10,0,1,0,0,5.42,15.26,1,0,0,0,1
1,12.65,0,2,5,1,0,0,5,6.74,15.73,3,0,0,0,1
0,1.15,3,0,5,0,1,0,9,4.91,1.51,8,0,0,0,0
1,2.58,0,0,7,0,1,0,0,7.77,2.51,3,0,0,0,0
1,3.5,4,10,6,0,3,2,3,0.0,0.0,7,0,0,0,1
1,4.44,5,2,11,0,6,0,5,5.55,7.69,12,1,7,2,1
0,11.4,2,2,3,1,0,0,8,6.01,17.9,1,0,0,0,0
0,6.18,0,2,0,0,4,0,0,5.7,12.31,1,1,3,0,0
0,8.19,0,8,5,0,4,0,2,7.03,10.63,3,0,0,0,1
0,6.35,0,2,5,1,1,0,0,9.41,16.0,1,1,3,0,0
0,6.28,2,2,5,0,0,0,0,4.51,8.07,1,0,0,0,1
1,4.02,5,5,5,0,1,0,5,8.67,6.43,1,1,0,2,0
1,10.42,4,2,7,0,3,2,3,3.37,25.12,3,0,0,0,1
0,1.13,1,0,7,1,1,0,0,7.16,1.11,3,0,0,0,1
1,5.58,2,2,7,1,0,0,2,5.12,5.32,4,0,0,0,1
1,1.56,5,2,6,0,1,0,9,4.52,1.97,3,0,0,0,0
0,9.36,1,9,3,0,6,0,0,6.54,29.7,1,0,0,0,1
1,0.77,0,0,2,0,1,0,5,3.93,0.92,2,0,0,0,3
1,2.34,5,2,5,0,1,0,9,5.59,1.99,8,0,0,0,0
0,6.29,0,2,0,1,2,0,4,6.7,14.42,1,0,0,0,1
0,6.55,0,7,5,0,4,0,2,5.26,12.89,1,1,6,7,0
0,6.59,0,2,7,0,2,0,0,7.58,16.78,1,0,0,0,0
1,0.71,0,0,7,0,1,0,2,4.01,1.08,2,0,0,0,2
0,15.12,6,6,5,0,5,0,0,13.69,56.51,3,0,0,0,1
0,10.69,0,2,5,1,5,0,4,9.06,22.08,3,0,0,0,1
0,6.54,0,2,5,1,5,0,9,11.48,27.2,1,0,0,0,0
1,1.35,1,3,0,0,3,2,3,3.5,5.74,0,0,0,0,1
1,11.78,1,2,4,1,0,0,5,5.34,12.9,3,0,0,0,0
1,4.25,5,2,5,0,2,0,2,7.12,5.36,3,0,0,2,0
0,7.48,1,5,6,0,6,1,0,5.54,9.37,8,0,0,0,0
1,4.88,1,9,7,1,0,0,0,6.0,8.24,3,0,0,0,1
0,4.05,1,5,5,0,1,1,0,6.68,4.82,6,0,0,0,0
1,0.91,5,2,0,0,1,0,6,3.19,2.37,3,1,0,2,1
1,0.92,0,0,7,0,1,0,2,4.09,1.01,2,0,0,0,0
0,5.35,0,3,5,0,2,0,0,6.87,10.72,3,0,0,4,2
1,1.96,1,7,11,0,1,0,0,4.11,2.5,1,0,0,2,1
1,2.33,5,2,6,0,1,0,9,5.08,2.17,8,0,0,0,1
1,13.63,0,4,3,1,0,1,5,7.02,27.9,1,0,0,0,1
1,2.76,2,2,10,0,1,0,0,3.42,5.9,1,0,0,0,1
0,8.1,4,2,5,0,1,0,0,4.65,22.5,3,0,0,0,0
0,5.82,1,5,9,0,6,1,9,4.78,10.0,8,0,0,0,0
1,3.44,2,6,10,0,1,0,9,6.15,4.93,5,0,0,4,1
1,0.8,0,0,7,0,1,0,5,3.92,1.04,2,0,0,0,0
0,7.92,6,3,3,0,4,0,2,5.08,13.84,1,1,7,2,1
0,8.0,0,2,5,0,5,1,4,7.37,12.58,3,0,0,0,0
1,1.53,1,3,8,0,0,0,8,3.31,5.97,0,0,0,3,0
1,3.0,0,4,5,0,6,0,2,3.68,2.63,3,0,0,2,0
0,8.67,0,3,3,0,6,0,0,8.02,30.47,1,0,0,0,1
1,3.19,4,10,6,0,3,2,3,0.0,0.0,7,0,0,0,2
0,14.58,1,8,0,0,1,0,0,8.09,24.66,3,1,7,0,2
1,4.12,1,2,0,0,6,1,4,3.91,9.39,0,0,0,0,0
1,6.48,2,9,5,1,0,0,0,6.54,9.37,4,0,0,0,0
0,8.07,6,2,6,0,1,0,0,6.75,13.37,8,0,0,2,0
1,4.66,0,2,8,0,1,0,4,5.97,7.42,6,0,0,2,0
1,3.15,5,6,10,0,1,0,9,4.89,6.03,5,0,0,0,0
0,8.45,2,10,3,0,0,0,2,3.64,8.54,1,0,0,0,1
0,6.63,0,2,5,1,5,0,5,6.93,15.4,3,1,2,0,1
0,3.16,0,3,8,0,5,0,5,4.65,9.13,4,0,0,0,1
1,2.73,1,9,0,0,1,0,10,4.69,4.76,9,0,0,2,0
0,6.28,0,5,5,0,2,0,5,7.41,6.93,3,1,6,0,3
0,4.09,0,2,5,0,0,0,8,6.21,8.54,6,0,0,0,2
1,6.11,5,3,6,0,1,0,6,11.82,11.81,1,1,4,2,1
0,5.08,0,2,8,0,5,0,5,6.24,12.99,4,0,0,0,0
0,17.84,0,6,5,0,5,0,0,19.09,69.55,3,0,0,0,1
0,8.4,0,2,5,1,5,0,4,6.68,16.88,3,1,2,0,1
1,2.51,0,0,5,0,1,0,2,6.1,2.23,1,0,0,0,1
1,3.26,0,9,3,0,1,1,0,3.77,2.37,1,0,0,2,1
1,10.73,0,3,5,0,6,0,2,6.62,15.88,3,0,0,0,0
0,8.04,0,5,0,0,5,0,4,7.82,15.54,0,1,0,0,0
0,8.27,0,5,5,0,5,1,4,6.59,12.74,3,0,0,3,0
1,5.96,0,2,6,0,0,0,0,5.75,8.85,3,0,0,4,2
1,9.79,0,1,0,0,1,0,4,9.85,17.38,0,1,6,0,1
1,5.94,4,3,5,0,1,0,0,0.0,0.0,7,0,0,0,0
0,8.33,1,2,0,0,1,0,0,6.5,15.67,1,0,0,0,2
1,1.55,0,2,5,0,1,0,6,4.88,2.45,3,0,0,2,0
0,9.75,0,2,5,1,5,0,4,11.61,23.09,3,0,0,0,0
1,10.06,0,7,5,0,1,0,5,10.55,12.92,3,0,0,3,0
1,6.94,1,8,10,0,6,0,4,5.13,14.19,0,0,0,0,0
1,2.03,5,0,0,0,1,0,5,5.8,2.74,3,0,0,0,3
1,1.78,5,0,5,0,1,0,5,6.09,3.2,3,0,0,0,0
1,2.86,2,6,5,1,0,0,5,3.63,5.18,3,0,0,0,0
0,2.49,1,8,5,0,0,1,2,7.89,4.05,3,0,0,4,1
0,8.75,0,2,6,1,5,0,9,12.86,25.4,1,0,0,0,1
1,1.57,0,2,5,0,1,0,5,4.81,2.52,3,0,0,2,1
0,9.06,0,8,3,0,4,0,2,5.49,13.69,1,1,7,1,0
1,5.2,2,4,0,0,5,0,5,3.63,5.85,3,1,0,0,1
1,6.07,0,1,7,0,1,0,9,7.21,8.91,4,1,4,0,0
0,14.67,6,2,5,0,5,0,0,13.78,59.3,3,0,0,0,1
1,2.02,3,5,5,0,1,0,5,6.78,2.7,0,0,0,2,0
1,11.06,0,2,5,0,5,0,0,7.74,29.44,3,0,0,0,0
1,1.69,6,2,5,0,1,0,9,7.23,2.39,0,1,7,1,1
1,3.96,5,2,5,0,1,0,5,10.41,6.2,1,1,0,2,0
1,5.14,3,7,0,0,1,0,10,5.83,8.43,1,0,0,0,1
1,3.07,0,9,3,0,1,1,2,3.18,2.33,1,0,0,2,0
1,3.89,0,8,0,0,1,0,0,5.57,3.47,3,1,6,0,0
1,8.25,0,5,5,0,6,0,2,6.89,18.23,3,0,0,0,1
1,8.73,6,0,5,0,4,0,0,8.52,15.1,1,1,2,0,0
1,8.53,2,2,2,1,0,0,2,7.84,13.47,10,1,0,0,1
0,4.89,0,9,5,1,5,0,4,6.08,15.1,0,0,0,0,1
0,4.54,0,2,4,0,1,0,10,5.29,6.78,12,0,0,0,1
1,7.89,4,2,7,0,3,2,3,2.86,23.61,3,0,0,0,1
0,10.58,0,3,3,0,6,0,0,8.82,33.04,1,0,0,1,3
0,7.82,0,5,5,1,5,0,5,8.01,18.39,3,1,2,0,1
1,3.23,0,8,0,0,1,0,0,5.39,3.55,0,1,6,2,1
0,16.04,6,8,5,0,1,0,0,24.15,21.73,3,1,5,1,0
1,3.15,1,9,1,0,2,0,0,3.48,2.64,3,0,0,0,1
0,11.55,2,2,6,0,6,0,1,7.5,18.38,11,0,0,0,2
1,2.48,1,2,0,0,1,0,4,8.73,3.05,0,0,0,2,0
1,8.16,4,2,5,0,3,2,3,3.1,23.97,3,0,0,0,1
1,4.12,1,10,7,0,2,1,5,6.69,5.07,3,0,0,4,0
0,11.16,1,3,7,0,1,1,0,9.13,14.37,3,1,0,0,1
0,3.64,1,5,5,0,1,0,5,6.57,6.68,1,0,0,0,1
1,14.18,0,7,0,0,1,0,8,12.59,23.21,0,1,6,0,2
0,4.96,2,2,5,0,0,0,0,4.25,7.31,1,0,0,4,0
0,7.38,1,2,0,0,1,0,0,6.17,15.84,8,0,0,0,0
1,11.45,0,7,8,0,1,0,4,13.67,22.82,6,1,6,0,2
1,0.74,1,2,8,0,0,0,8,4.58,1.04,0,0,0,2,0
0,15.3,2,2,3,1,0,0,2,5.85,27.04,1,0,0,0,1
0,7.68,0,2,0,1,2,0,4,6.69,13.87,1,0,0,0,0
0,53.03,4,8,0,0,5,0,4,7.73,38.78,3,0,0,0,1
0,12.66,0,1,6,0,0,0,0,9.72,26.67,1,0,0,4,0
0,2.74,1,5,5,0,1,0,5,5.73,6.11,1,0,0,0,0
0,11.63,2,3,10,0,2,0,5,7.67,22.41,3,0,0,0,0
0,5.74,0,8,5,0,4,0,2,3.99,11.75,1,1,1,7,1
1,3.04,5,2,4,0,1,0,4,5.38,6.49,0,0,0,1,0
1,7.42,5,8,3,0,1,0,2,13.82,16.53,1,0,0,0,0
1,1.41,0,2,5,0,1,0,5,4.98,2.38,3,0,0,2,0
1,8.36,5,2,3,0,4,0,0,12.91,12.67,1,1,7,0,0
0,6.11,2,2,5,0,0,0,0,5.63,8.56,1,0,0,3,0
0,7.91,0,2,5,0,5,1,4,5.98,13.41,3,0,0,3,1
0,7.74,1,3,5,0,6,0,4,8.65,12.66,6,0,0,0,0
1,2.06,6,2,5,0,1,0,9,8.0,2.82,0,1,7,1,1
0,4.72,1,5,5,0,1,1,4,5.77,5.36,3,0,0,0,2
1,1.5,5,5,5,0,1,0,5,4.1,1.39,3,0,0,2,3
0,9.63,0,2,5,1,1,0,0,9.79,15.72,1,1,3,0,0
1,3.59,1,2,10,0,1,0,0,4.44,7.78,0,0,0,0,1
1,1.44,4,4,5,0,1,0,5,3.85,1.57,3,0,0,0,0
0,6.58,0,2,5,0,1,1,5,7.31,6.44,1,1,1,0,2
1,13.1,0,5,5,1,5,0,8,8.55,28.88,0,0,0,0,0
1,3.18,4,2,6,0,3,2,3,3.32,16.84,8,0,0,0,0
1,1.69,0,2,5,0,1,0,5,5.37,2.6,3,0,0,2,0
0,8.87,2,10,3,0,0,0,2,3.81,10.44,1,0,0,0,1
1,6.92,0,7,0,0,1,0,6,8.36,6.62,3,1,4,2,1
0,9.27,0,2,5,0,6,0,9,6.54,18.75,5,0,0,2,0
1,16.84,1,2,5,1,0,0,5,4.99,24.91,8,0,0,2,1
1,2.87,1,6,8,1,0,0,4,3.82,6.36,3,0,0,0,0
0,11.6,0,5,5,1,5,0,4,8.57,21.59,3,0,0,0,1
0,8.1,1,3,9,0,1,0,0,4.37,13.34,1,0,0,0,0
1,13.2,2,2,5,1,0,0,0,5.16,26.31,8,0,0,2,0
0,5.98,0,2,5,0,1,1,5,5.43,5.28,8,1,1,0,2
0,12.96,2,2,5,0,6,0,7,7.64,20.29,5,0,0,4,2
0,6.51,0,8,5,0,4,0,2,6.82,11.49,3,0,0,0,0
1,2.86,4,3,4,0,3,2,3,0.0,0.0,7,1,0,0,0
1,6.55,0,5,7,0,2,0,0,14.46,7.78,3,0,0,0,0
0,3.88,2,2,5,0,3,2,3,6.62,7.48,6,0,0,0,0
1,11.44,2,2,5,1,0,0,5,6.49,15.03,3,0,0,0,1
0,8.2,0,2,7,0,2,0,0,6.99,18.56,1,0,0,0,1
0,3.97,1,5,5,0,1,1,4,5.85,5.49,3,0,0,0,0
0,6.39,0,3,5,0,2,0,0,7.09,9.42,3,0,0,4,0
0,14.11,2,1,5,0,1,0,0,8.68,22.7,1,0,0,4,0
0,5.3,2,2,0,0,1,0,0,5.79,12.94,1,0,0,0,0
1,13.97,2,2,6,1,0,0,1,5.22,26.94,8,0,0,4,1
1,3.54,5,3,0,0,1,0,10,8.73,7.77,0,1,4,0,0
0,3.66,2,9,5,1,0,0,2,5.35,6.55,8,0,0,0,1
1,3.13,4,2,9,0,3,2,3,3.11,13.93,3,0,0,0,0
1,4.1,1,2,10,0,1,0,0,4.01,7.32,0,0,0,0,0
1,3.13,5,2,4,0,1,0,10,4.9,5.78,9,0,0,0,1
0,2.96,1,8,5,0,0,1,2,7.31,3.93,3,0,0,4,0
1,1.97,0,7,11,0,1,0,0,3.37,2.4,1,0,0,2,0
0,6.45,0,2,6,0,1,1,5,5.86,5.43,1,1,1,0,1
1,3.95,0,7,7,0,1,0,11,4.74,5.89,4,0,0,0,0
1,12.35,0,3,3,0,6,0,4,6.91,17.25,3,0,0,0,1
1,2.87,0,3,8,0,1,0,4,2.47,5.58,0,0,0,1,0
0,6.93,1,8,3,0,4,0,6,5.23,12.34,1,1,7,2,0
0,4.21,1,5,5,0,1,0,5,5.42,6.79,1,0,0,0,1
1,4.16,0,3,0,0,1,0,6,9.83,8.64,0,1,4,0,3
0,9.88,2,2,2,1,0,0,8,4.47,15.83,1,0,0,0,1
1,5.58,0,1,7,0,1,0,0,6.95,10.23,4,1,4,0,0
1,5.29,2,9,5,1,0,0,0,6.11,8.43,3,0,0,0,0
1,4.05,5,3,0,0,1,0,6,8.32,7.08,0,1,4,0,2
1,1.37,0,0,5,0,0,1,5,1.4,2.49,3,0,0,3,0
0,3.71,5,8,5,0,1,0,5,6.78,3.1,1,0,0,0,1
1,3.79,4,2,3,0,3,2,3,5.4,31.33,1,1,0,5,0
0,11.2,0,3,5,0,4,0,0,6.78,9.89,1,0,0,0,0
1,8.17,1,2,4,0,2,0,5,6.77,11.67,1,0,0,0,0
0,1.63,0,0,0,0,1,0,0,6.4,2.13,0,0,0,2,0
0,5.22,2,2,5,0,0,0,0,4.92,7.39,1,0,0,3,0
1,8.02,1,5,7,0,2,1,0,5.8,19.25,1,0,0,0,1
0,3.97,0,9,8,0,0,1,1,5.7,11.31,1,0,0,2,2
0,9.05,1,3,10,0,1,0,0,4.47,15.05,1,0,0,0,0
0,5.72,0,5,5,0,2,0,0,5.02,5.63,3,1,6,0,3
1,7.49,0,2,0,0,2,0,4,5.73,15.28,0,0,0,0,0
0,10.89,1,3,3,0,4,0,2,23.22,14.1,1,1,7,6,3
0,7.66,0,2,6,1,5,0,9,12.44,25.21,1,0,0,0,0
1,0.69,0,0,2,0,1,0,2,4.28,1.16,2,0,0,0,1
1,6.04,1,2,0,0,6,1,4,6.01,13.85,0,0,0,0,0
0,1.08,5,0,6,0,1,0,9,3.44,1.9,1,0,0,0,1
0,4.76,0,5,5,0,2,0,0,5.37,5.07,3,1,6,0,2
0,8.84,0,2,5,0,5,1,4,6.27,12.57,3,0,0,0,1
1,14.69,1,0,8,0,4,0,0,16.7,17.18,1,1,2,0,2
1,2.28,1,2,10,0,1,0,5,3.41,3.44,1,0,0,0,0
0,5.47,0,8,5,0,4,0,0,4.42,9.92,3,0,0,0,1
0,4.67,0,3,1,0,2,0,0,6.12,9.14,3,0,0,4,2
1,7.27,0,7,5,0,1,0,5,8.03,8.21,3,1,4,0,1
0,8.36,2,2,5,0,1,0,0,5.5,25.44,3,0,0,0,1
1,4.26,2,4,0,0,5,0,5,3.37,4.83,3,1,0,0,1
1,3.52,0,2,5,0,6,0,5,5.96,10.23,1,1,4,0,0
1,7.74,6,8,3,0,1,0,6,14.46,17.02,1,0,0,0,0
1,6.26,0,7,7,0,4,0,6,6.7,6.33,2,0,0,1,0
0,3.19,0,5,8,0,1,0,11,4.45,7.07,4,0,0,2,0
1,6.31,4,4,5,0,1,0,4,1.39,12.41,3,0,0,0,0
0,4.52,0,2,5,0,2,0,0,8.2,9.55,3,1,0,2,0
0,14.92,0,3,3,0,1,1,4,7.04,20.5,1,0,0,0,1
1,4.16,5,5,5,0,1,0,5,9.18,5.4,1,1,0,2,0
0,3.45,1,5,8,0,1,1,0,5.33,3.44,3,0,0,0,0
0,5.72,0,8,5,0,4,0,2,6.64,10.88,3,0,0,0,1
0,11.42,0,5,5,1,5,0,4,10.03,23.36,3,0,0,0,1
1,5.4,0,8,3,1,1,0,2,6.03,12.17,1,1,1,2,0
1,3.41,1,4,5,0,6,0,2,4.27,2.81,3,0,0,2,0
0,14.5,1,3,5,1,4,0,5,10.54,18.19,1,1,1,1,0
1,6.55,2,5,5,1,0,0,0,4.26,11.21,8,0,0,0,1
1,1.51,4,4,5,0,1,0,5,4.47,1.53,3,0,0,0,0
1,6.94,2,9,5,1,0,0,0,6.57,10.56,4,0,0,0,0
1,5.66,1,9,7,1,0,0,4,5.22,10.04,4,0,0,0,0
1,13.89,1,0,7,0,4,0,0,17.89,18.06,1,1,3,0,0
0,6.32,0,5,5,0,1,1,5,5.95,5.19,8,1,1,0,1
1,7.01,0,5,7,0,2,0,0,13.76,7.5,3,0,0,0,0
1,2.77,1,2,5,0,2,0,2,6.91,3.56,3,0,0,0,0
1,2.85,2,6,5,1,0,0,4,2.6,5.34,3,0,0,0,0
1,4.55,1,9,5,0,2,0,4,5.13,3.69,3,0,0,4,1
0,3.92,0,9,2,0,1,0,8,4.25,6.21,6,0,0,1,1
1,7.5,0,5,7,0,2,1,0,6.79,19.05,1,0,0,0,0
0,12.26,1,3,0,0,1,1,0,10.31,15.15,3,1,0,0,0
1,2.45,5,0,8,0,1,0,5,5.35,2.62,3,0,0,0,1
0,11.48,1,3,10,0,2,0,5,6.91,24.64,10,0,0,0,2
1,0.71,0,0,0,0,1,0,4,3.58,0.83,0,0,0,0,0
1,4.19,2,2,10,0,1,0,0,4.91,7.29,1,0,0,0,0
1,1.18,2,3,0,0,3,2,3,3.1,4.62,0,0,0,0,0
1,12.11,0,1,5,1,5,0,8,8.62,29.23,4,0,0,0,0
0,2.53,5,8,5,0,1,0,5,6.06,2.94,1,0,0,0,0
0,9.99,2,2,5,0,1,0,0,4.34,23.28,3,0,0,0,0
1,5.08,4,2,3,0,3,2,3,5.83,34.34,1,1,0,5,0
0,0.93,1,0,7,1,1,0,0,4.29,0.83,3,0,0,0,0
1,5.17,3,7,0,0,1,0,5,6.27,8.38,1,0,0,0,1
0,1.41,0,6,6,0,1,1,9,4.87,2.44,1,0,0,0,3
0,5.37,0,5,5,0,2,0,5,4.86,5.13,3,1,6,0,0
0,3.78,0,2,5,0,0,0,8,6.23,7.75,1,0,0,0,2
1,9.82,0,7,5,0,1,0,5,8.79,14.17,3,0,0,3,0
1,3.66,2,6,10,0,1,0,9,6.14,5.02,5,0,0,0,0
0,8.16,1,9,3,0,6,0,0,8.45,34.07,1,0,0,0,1
1,5.15,0,2,7,0,2,0,0,5.41,7.34,1,0,0,0,0
1,1.26,5,5,5,0,1,0,5,4.15,1.32,3,0,0,3,1
0,7.04,6,3,3,1,4,0,9,7.97,17.26,1,1,6,1,1
1,1.74,5,0,5,0,1,0,5,5.29,2.66,3,0,0,2,0
1,2.91,5,6,10,0,1,0,7,3.73,4.36,5,0,0,0,1
1,3.06,1,4,3,0,6,0,2,3.8,2.48,3,0,0,2,0
1,3.56,1,2,3,0,2,0,2,8.87,4.17,10,0,0,0,0
1,0.89,0,0,3,0,1,1,0,2.72,1.15,4,0,0,0,0
0,9.84,0,3,5,0,4,0,2,7.41,10.31,3,0,0,0,2
0,11.51,1,3,0,0,2,0,5,7.33,23.35,1,0,0,0,1
1,3.78,0,2,5,0,6,0,2,5.13,8.36,1,1,4,0,0
1,3.41,0,2,5,0,2,0,2,8.42,3.68,3,0,0,0,1
1,3.12,0,9,3,0,0,1,0,3.5,2.54,1,0,0,2,0
1,3.83,1,8,5,0,4,0,5,4.77,3.61,1,1,7,1,0
0,4.57,6,2,6,0,3,2,3,5.66,17.87,3,0,0,4,3
0,7.01,0,2,3,0,4,0,0,5.64,12.02,0,1,3,0,1
1,2.33,0,0,5,0,1,0,2,5.52,2.38,3,0,0,0,0
1,3.01,2,6,5,1,0,0,4,3.6,5.55,3,0,0,0,1
1,10.77,0,1,0,0,1,0,4,9.73,21.16,6,1,6,0,0
1,3.62,1,6,10,0,1,0,9,5.51,6.16,5,0,0,4,1
1,5.44,0,7,7,0,1,0,11,5.57,7.8,4,0,0,0,0
1,2.7,1,9,1,0,2,0,4,4.27,3.18,3,0,0,4,1
1,8.36,2,2,0,1,0,0,8,5.28,12.61,1,1,0,0,0
0,22.72,6,2,5,0,5,0,0,17.03,83.06,3,0,0,0,1
0,9.86,1,8,3,0,4,0,2,21.5,12.58,1,1,7,0,1
0,4.99,0,3,8,0,5,0,5,4.1,11.05,4,0,0,0,0
1,3.31,4,3,6,0,3,2,3,0.0,0.0,7,1,0,0,2
1,13.94,1,2,6,0,4,0,0,11.28,17.74,1,1,3,0,0
1,6.13,0,2,7,0,1,0,0,3.82,12.94,0,0,0,0,0
0,5.4,0,5,5,0,2,0,5,4.44,6.31,3,1,6,0,2
1,5.11,3,7,0,0,1,0,5,6.06,7.13,1,0,0,0,1
1,8.3,0,7,0,0,1,0,5,8.84,8.91,3,1,4,2,0
1,2.52,1,2,0,0,1,0,4,5.71,2.57,0,0,0,2,1
1,5.88,1,9,5,0,1,0,4,5.57,6.18,0,1,0,0,1
0,7.23,6,3,3,0,4,0,0,16.85,11.46,1,1,7,0,2
1,4.15,5,2,5,0,1,0,5,10.45,6.05,1,1,0,2,2
1,9.41,2,2,0,1,0,0,8,5.41,12.79,1,1,0,0,1
1,5.2,1,2,0,0,6,1,4,6.08,14.65,0,0,0,0,0
